index,dataset,rtype,rnumber,Test_AVERAGE_PRECISION,Test_FIXED_RANGE_PR_AUC,Test_PR_AUC,Test_RANGE_PR_AUC,Test_ROC_AUC,Test_THRESHOLD,Train_AVERAGE_PRECISION,Train_FIXED_RANGE_PR_AUC,Train_PR_AUC,Train_RANGE_PR_AUC,Train_ROC_AUC
742,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,autoencoder,0,0.010101010101010102,0.001366120218579235,0.005050505050505051,0.001366120218579235,0.910828025477707,,-0.0,,0.5,,
2622,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,cof,0,0.0012254901960784314,0.014285714285714285,0.0006127450980392157,0.014285714285714285,0.2584167424931756,,-0.0,,0.5,,
4676,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,copod,0,0.004132231404958678,0.0010775862068965517,0.002066115702479339,0.0010775862068965517,0.7807097361237488,,-0.0,,0.5,,
4385,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,dae,0,0.010101010101010102,0.001572327044025157,0.005050505050505051,0.001572327044025157,0.910828025477707,,-0.0,,0.5,,
3465,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,damp,0,0.0017152658662092624,0.0008547008547008547,0.0008576329331046312,0.0008547008547008547,0.4704276615104641,,-0.0,,0.5,,
3243,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,deepant,0,0.01020408163265306,0.0012135922330097086,0.00510204081632653,0.0012135922330097086,0.9117379435850773,,-0.0,,0.5,,
2387,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,deepnap,0,0.01,0.0048543689320388345,0.005,0.0048543689320388345,0.9099181073703366,,-0.0,,0.5,,
1084,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,encdec_ad,0,0.0010626992561105207,0.0005235602094240838,0.0005313496280552603,0.0005235602094240838,0.14467697907188348,,-0.0,,0.5,,
666,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,fast_mcd,0,0.003048780487804878,0.029411764705882353,0.001524390243902439,0.029411764705882353,0.7024567788899,,-0.0,,0.5,,
3001,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,gdn,0,0.010101010101010102,0.0043859649122807015,0.005050505050505051,0.0043859649122807015,0.9095940959409594,,-0.0,,0.5,,
1750,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,hbos,0,0.00101010101010101,0.0001937984496124031,0.000505050505050505,0.0001937984496124031,0.18562329390354865,,-0.0,,0.5,,
549,2-std_cut_increasing-stdRatio_1-stdPast_10-no-anomaly,health_esn,0,,0.5004545454545455,,0.5004545454545455,,,,0.5,,0.5,
